,index,Textstelle,Metapher,Metaphernkandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig,lang,sentence_id
4506,2908,"Wenn wir nun sehen, daß die Divergenzerscheinungen so sichtlich die Konvergenzerscheinungen überwiegen und zwar derart, daß die Angleichungen der Arten eine nur verhältnismäßig seltene Erscheinung sind, dann müssen wir schließen, daß nur in sehr seltenen Fällen und unter ganz besonderen Umständen sich in jeder Beziehung gleichartige äußere Lebensbedingungen zusammenfinden, und zwar muß dies um so seltener der Fall sein, je höher und komplizierter die Organismen sind und um so häufiger kann der Fall eintreten, je einfachere Verhältnisse die Organismen hinsichtlich ihrer Form und Funktion noch bieten.",0,0,1,Nein,,,X,"Wenn wir nun sehen, daß die Divergenzerscheinungen so sichtlich die Konvergenzerscheinungen überwiegen und zwar derart, daß die Angleichungen der Arten eine nur verhältnismäßig seltene Erscheinung sind, dann müssen wir schließen, daß nur in sehr seltenen Fällen und unter ganz besonderen Umständen sich in jeder Beziehung gleichartige äußere Lebensbedingungen zu- sammenfinden, und zwar muß dies um so seltener der Fall sein, je höher und komplizierter die Organismen sind und um so häufiger kann der Fall eintreten, je einfachere Verhältnisse die Organismen hinsichtlich ihrer Form und Funktion noch bieten.",de,3707
4507,2909,"Was wird nun geschehen, wenn es sich nicht um heterogene Organismen, also um verschiedenartige Tiere handelt, die durch die Natur einer eindeutig gerichteten Züchtungsrichtung unterworfen werden, sondern um verschiedene Individuen ein und derselben Art, also wenn eine Art aus einem gemäßigten Klima in ein kaltes gerät, das gegenüber den früheren verschiedenartigen Lebensbedingungen nur ganz einfache Verhältnisse darbietet und wo z.",0,0,1,Nein,,,X,"Was wird nun geschehen, wenn es sich nicht um heterogene Organismen, also um verschiedenartige Tiere handelt, die durch die Natur einer eindeutig gerichteten Züchtungsrichtung unterworfen werden, sondern um verschiedene In- dividuen ein und derselben Art, also wenn eine Art aus einem gemäßigten Klima in ein kaltes gerät, das gegenüber den früheren verschiedenartigen Lebensbedingungen nur ganz einfache Verhältnisse darbietet und wo z.",de,3708
4508,2910,B. im Vordergrunde der funktionellen Inanspruchnahme die Anpassung an die Einwirkungen der Kälte erforderlich ist?,0,0,1,Nein,,,X,B. im Vordergrunde der funktionellen Inanspruchnahme die Anpassung an die Einwirkungen der Kälte erforderlich ist?,de,3709
4509,2911,"Die notwendige Folge wird sein, daß auch hier sich eine Angleichung geltend macht, nur mit dem Unterschiede, daß hier die Angleichung nicht verschiedene Arten, sondern die Individuen in ihrer angeborenen Verschiedenheit betrifft das bedeutet nun nichts anderes, als daß unter diesen Umständen eine Einschränkung der Variationsbreite der Art erfolgen muß.",0,0,1,Nein,,,X,"Die notwendige Folge wird sein, daß auch hier sich eine Angleichung geltend macht, nur mit dem Unterschiede, daß hier die Angleichung nicht verschiedene Arten, sondern die Individuen in ihrer angeborenen Verschiedenheit betrifft; das bedeutet nun nichts anderes, als daß unter diesen Umständen eine Einschränkung der Variationsbreite der Art erfolgen muß.",de,3710
4510,2912,"Die Isolierung einer Gruppe von Tieren in einem Gebiet, welches Lebensbedingungen aufweist, die in dieser Form in einem anderen nicht existieren, wirkt also in einer ganz bestimmten Richtung auslesend und damit genau so, wie ein Züchter, der einen bestimmten Typus züchten will und der deshalb aus seiner Herde immer die Individuen aussondert, die sozusagen aus der Art schlagen.",0,0,1,Nein,,,X,"Die Isolierung einer Gruppe von Tieren in einem Ge- biet, welches Lebensbedingungen aufweist, die in dieser Form in einem anderen nicht existieren, wirkt also in einer ganz bestimmten Richtung auslesend und damit genau so, wie ein Züchter, der einen bestimmten Typus züchten will und der deshalb aus seiner Herde immer die Individuen aussondert, die so- zusagen aus der Art schlagen.",de,3711
4511,2913,"Wir haben ferner gezeigt, wie unter dem Einfluß einer bestimmten Züchtungsrichtung in der Natur Sondermerkmale entstehen, welche die Gruppe als einen eigenen, in sich mehr oder minder geschlossenen Zeugungskreis erscheinen lassen.",0,0,1,Nein,,,X,"Wir haben ferner gezeigt, wie unter dem Einfluß einer bestimmten Züchtungsrichtung in der Natur Sondermerkmale entstehen, welche die Gruppe als einen eigenen, in sich mehr oder minder geschlossenen Zeugungskreis er- scheinen lassen.",de,3712
4512,2914,"Daher hat denn die Natur in der Isolierung einer Gruppe innerhalb eines lokal begrenzten Gebietes das Mittel in der Hand, um in einer bestimmten Richtung zu züchten, die Variationsbreite durch Inzucht einzuschränken, kurz, im Sinne der Konvergenz der Individuen zu wirken.",0,0,1,Nein,,,X,"Daher hat denn die Natur in der Isolierung einer Gruppe innerhalb eines lokal begrenzten Gebietes das Mittel in der Hand, um in einer bestimmten Richtung zu züchten, die Variationsbreite durch Inzucht einzuschränken, kurz, im Sinne der Konvergenz der Individuen zu wirken.",de,3713
4513,2915,"Differenzierungsoder Artbildunsprozeß besteht in der Anwendung zweier entgegengesetzten Züchtungsrichtungen, der Divergenz und Konvergenz, der Sondernng und der Angleichung.",0,0,1,Nein,,,X,"41 Differenzierungs- oder Artbildunsprozeß besteht in der Anwendung zweier entgegengesetzten Züchtungsrichtungen, der Divergenz und Konvergenz, der Sondernng und der Angleichung.",de,3714
4514,2916,"Als wir den Differeuzierungsprozeß in seinen allgemeinsten Umrissen zu schildern versuchten, haben wir als Beispiel für die Varietätenbildung den Tiger gewählt nunmehr vermögen wir indessen erst zu übersehen, was uns dieses Beispiel alles zu zeigen vermag.",0,0,1,Nein,,,X,"Als wir den Differeuzierungsprozeß in seinen allgemeinsten Umrissen zu schildern versuchten, haben wir als Beispiel für die Varietätenbildung den Tiger gewählt; nunmehr vermögen wir indessen erst zu übersehen, was uns dieses Beispiel alles zu zeigen vermag.",de,3715
4515,2917,"Wir sagten, daß von Persien und Vorderindien bis zum Amur und Baikalsee fast jedes große Flußgebiet eine eigene Varietät des Tigers aufweist.",0,0,1,Nein,,,X,"Wir sagten, daß von Persien und Vorderindien bis zum Amur und Baikalsee fast jedes große Flußgebiet eine eigene Varietät des Tigers aufweist.",de,3716
4516,2918,"Innerhalb eines jeden Sondergebietes bildet sich also unter dem auslesenden Einflusse ganz bestimmter Lebensbedingungen die Angleichung der Individuen, welche es bewohnen, heraus.",0,0,1,Nein,,,X,"Innerhalb eines jeden Sondergebietes bildet sich also unter dem auslesenden Einflusse ganz bestimmter Lebensbe- dingungen die Angleichung der Individuen, welche es bewohnen, heraus1).",de,3717
4517,2919,"Die Gleichheit der Tiger eines solchen Bezirkes ist daher nicht etwa lediglich die Folge der Abstammung von einigen wenigen Individuen, sondern sie ist auch ein Produkt der Angleichung, welche infolge der Mischung der Individuen aus verschiedenen Bezirken notwendig wurde.",0,0,1,Nein,,,X,"Die Gleichheit der Tiger eines solchen Bezirkes ist daher nicht etwa lediglich die Folge der Abstammung von einigen wenigen Individuen, sondern sie ist auch ein Produkt der Angleichung, welche infolge der Mischung der Indi- viduen aus verschiedenen Bezirken notwendig wurde.",de,3718
4518,2920,"Die Konstanz der Charaktere eines mehr oder minder in sich abgeschlossenen Zeugungskreises beruht also nicht, wie man bisher glaubte, lediglich auf Vererbung, sondern auch auf Angleichung.",0,0,1,Nein,,,X,"Die Konstanz der Charaktere eines mehr oder minder in sich abgeschlossenen Zeugungskreises beruht also nicht, wie man bisher glaubte, lediglich auf Vererbung, sondern auch auf Angleichung.",de,3719
4519,2921,"Angleichung und Inzucht wirken also gleichsinnig in Rücksicht auf die Erzielung konstanter Form und Funktion, und beide Faktoren ergänzen sich, insofern die Angleichung durch Zulassung der Mischung unter Erhaltung der Form und Funktion die schädlichen Wirkungen der Inzucht aufzuheben imstande ist.",0,0,1,Nein,,,X,"Angleichung und Inzucht wirken also gleichsinnig in Rücksicht auf die Erzielung konstanter Form und Funktion, und beide Faktoren ergänzen sich, insofern die Angleichung durch Zulassung der Mischung unter Erhaltung der Form und Funktion die schädlichen Wirkungen der Inzucht aufzuheben imstande ist.",de,3720
4520,2922,"Indem sich also eine Art über weite Ländergebiete ausbreitet, setzt sie ihre Individuen in verschiedenen Sondergebieten einer verschiedenartigen Züchtungsrichtung aus.",0,0,1,Nein,,,X,"Indem sich also eine Art über weite Ländergebiete ausbreitet, setzt sie ihre Individuen in verschiedenen Sondergebieten einer verschiedenartigen Züchtungsrichtung aus.",de,3721
4521,2923,"Innerhalb der Sondergebiete aber herrscht nicht nur vorwiegend Inzucht, sondern es waltet in ihnen auch eine bestimmte Züchtungsrichtung vor, und es ist somit in ihnen die Möglichkeit der Angleichung von Individuen verschiedener Abstammung gegeben.",0,0,1,Nein,,,X,"Inner- halb der Sondergebiete aber herrscht nicht nur vorwiegend Inzucht, sondern es waltet in ihnen auch eine bestimmte Züchtungsrichtung vor, und es ist somit in ihnen die Möglichkeit der Angleichung von Individuen verschiedener Abstammung gegeben.",de,3722
4522,2924,"Hieraus ergibt sich, daß die Artbildnng ein Differenzierungsprozeß ist, der der Varietätenbildung zum Zwecke der Mischung nicht entraten kann und der nicht nur auf Sondemag, sondern ebensowohl auf der Angleichung der Individuen beruht.",0,0,1,Nein,,,X,"Hieraus ergibt sich, daß die Artbildnng ein Differenzierungsprozeß ist, der der Varietätenbildung zum Zwecke der Mischung nicht entraten kann und der nicht nur auf Sonde- mag, sondern ebensowohl auf der Angleichung der Individuen beruht.",de,3723
4523,2925,"Für die Entstehung solcher Lokalvarietäten kann nicht allein die Selektion zur Erklärung beigezogen werden, sondern es wird von manchen Forschern ein direkter Einfluß des Klimas auf die Vererbung eine Einwirkung aus das Keimplasma angenommen.",0,0,1,Nein,,,X,"Für die Ent- stehung solcher Lokalvarietäten kann nicht allein die Selektion zur Erklärung beigezogen werden, sondern es wird von manchen Forschern ein direkter Einfluß des Klimas auf die Vererbung (eine Einwirkung aus das Keimplasma) angenommen.",de,3724
4524,2926,"daß ebenso wie bei der Kulturzüchtung auch in der Natur neue Arten von Tieren nur allmählich auf dem Wege der Inzucht und Vermischung entstehen und zwar auf Grund neuer, den einzelnen Individuen ungeborener Eigenschaften.",0,0,1,Nein,,,X,"daß ebenso wie bei der Kulturzüchtung auch in der Natur neue Arten von Tieren nur allmählich auf dem Wege der Inzucht und Vermischung ent- stehen und zwar auf Grund neuer, den einzelnen Individuen ungeborener Eigenschaften.",de,3725
4525,2927,"Die Außenwelt ist für den Organismus ein System nicht nur von auslösenden Einwirkungen, also von Reizen, sondern auch von auslesenden Umständen.",0,0,1,Nein,,,X,"Die Außenwelt ist für den Organismus ein System nicht nur von auslösenden Einwirkungen, also von Reizen, sondern auch von auslesenden Umständen.",de,3726
4526,2928,"Zur Außenwelt tritt nun der Organismus in nähere und in entferntere Beziehungen diejenigen Faktoren, zu denen er in mehr oder minder direkte Beziehungen tritt, bezeichnen wir als die Umwelt des Organismus oder sein Milieu.",0,0,1,Nein,,,X,"Zur Außenwelt tritt nun der Organismus in nähere und in entferntere Beziehungen; diejenigen Faktoren, zu denen er in mehr oder minder direkte Beziehungen tritt, bezeichnen wir als die Umwelt des Orga- nismus oder sein Milieu.",de,3727
4527,2929,"In der Umwelt haben eine ganz besonders nahe Beziehung zum Organismus seine Artgenossen sie bilden innerhalb der Umwelt einen ganz speziellen Bereich, das soziale Milieu.",0,0,1,Nein,,,X,"In der Umwelt haben eine ganz besonders nahe Beziehung zum Organismus seine Artgenossen; sie bilden innerhalb der Um- welt einen ganz speziellen Bereich, das soziale Milieu.",de,3728
4528,2930,"Der Kampf ums Dasein innerhalb der Natur, also die Naturzüchtung spielt sich nun in zweierlei Weise ab.",0,0,1,Nein,,,X,"Der Kampf ums Dasein innerhalb der Natur, also die Naturzüchtung spielt sich nun in zweierlei Weise ab.",de,3729
4529,2931,"Er kann nämlich von Individuum zu Individuum geführt werden und er kann sich zwischen der Gesamtheit gleicher Individuen, also den Arten, abspielen.",0,0,1,Nein,,,X,"Er kann nämlich von Individuum zu Individuum geführt werden und er kann sich zwischen der Gesamtheit gleicher Individuen, also den Arten, abspielen.",de,3730
4530,2932,"Hat eine Art durch Vermehrung und Wanderung eine Ausbreitung über weite Gebiete gewonnen, so stellen sich in ihr notwendigerweise Differenzierungen ein, denn die äußeren Lebensbedingungen ändern sich bei Ausbreitung über große Länderstrecken oft in sehr erheblicher Weise.",0,0,1,Nein,,,X,"Hat eine Art durch Ver- mehrung und Wanderung eine Ausbreitung über weite Gebiete gewonnen, so stellen sich in ihr notwendigerweise Differenzierungen ein, denn die äußeren Lebensbedingungen ändern sich bei Ausbreitung über große Länderstrecken oft in sehr erheblicher Weise.",de,3731
4531,2933,"B. haben an sich schon eine große Einwirkung auf den tierischen Organismus, sie beDinge aber auch weiterhin eine andere Flora.",0,0,1,Nein,,,X,"B. haben an sich schon eine große Einwirkung auf den tierischen Organismus, sie be- Dinge aber auch weiterhin eine andere Flora.",de,3732
4532,2934,"Da nun die Tiere auf organisches Nährmaterial angewiesen sind und nicht wie die Pflanzen aus anorganischen Substanzen ihren Leib aufbauen können, so ist die Flora als ein Teil der Umwelt, innerhalb deren sich die Fauna entwickelt, für diese von größter Bedeutung.",0,0,1,Nein,,,X,"Da nun die Tiere auf or- ganisches Nährmaterial angewiesen sind und nicht wie die Pflanzen aus anorganischen Substanzen ihren Leib aufbauen können, so ist die Flora als ein Teil der Umwelt, innerhalb deren sich die Fauna entwickelt, für diese von größter Bedeutung.",de,3733
4533,2935,"Andern sich nun mit der Verschiedenheit der Flora die äußeren Lebensbedingungen der Art, so ändert sich damit auch die auf sie einwirkende Auslese, und es ist damit ein Grund zu Umgestaltungen gegeben.",0,0,1,Nein,,,X,"Andern sich nun mit der Verschiedenheit der Flora die äußeren Lebensbedingungen der Art, so ändert sich damit auch die auf sie einwirkende Auslese, und es ist damit ein Grund zu Umgestal- tungen gegeben.",de,3734
4534,2936,"So gering auch die morphologischen Unterschiede zwischen zwei Arten an sich sein mögen, so charakterisieren sie doch immer Tiere, welche unter dem Einfluß einer engeren Zuchtwahl sich entwickelt haben.",0,0,1,Nein,,,X,"So gering auch die morphologischen Unterschiede zwischen zwei Arten an sich sein mögen, so charakterisieren sie doch immer Tiere, welche unter dem Ein- fluß einer engeren Zuchtwahl sich entwickelt haben.",de,3735
4535,2937,"kleiner Abweichungen kann man erkennen, welchem Bezirk das uns vorliegende Exemplar eines Tieres angehört.",0,0,1,Nein,,,X,"43 kleiner Abweichungen kann man erkennen, welchem Bezirk das uns vor- liegende Exemplar eines Tieres angehört.",de,3736
4536,2938,F Die Wahrnehmung der durch diese Merkmale zum Ausdruck gebrachten Verschiedenheiten ermöglicht die Paarung von Individuen gleichgerichteter Züchtung.,0,0,1,Nein,,,X,F Die Wahrnehmung der durch diese Merkmale zum Ausdruck gebrachten Verschiedenheiten ermöglicht die Paarung von Individuen gleichgerichteter Züchtung.,de,3737
4537,2939,"Alle die für uns geringfügigen morphologischen Unterschiede, welche teils Anpassung an die Umgebung, teils Folge geschlechtlicher Zuchtwahl sind, haben in erster Linie Bedeutung für die Tiere selbst.",0,0,1,Nein,,,X,"Alle die für uns geringfügigen morphologischen Unterschiede, welche teils Anpassung an die Umgebung, teils Folge geschlechtlicher Zuchtwahl sind, haben in erster Linie Bedeutung für die Tiere selbst.",de,3738
4538,2940,"Wenn sie daher auch dem Menschen als geringfügig erscheinen, so können sie doch für die Zuchtwahl der Tiere eine große Bedeutung haben.",0,0,1,Nein,,,X,"Wenn sie daher auch dem Menschen als geringfügig erscheinen, so können sie doch für die Zucht- wahl der Tiere eine große Bedeutung haben.",de,3739
4539,2941,"Eine bestimmte geringe Abänderung, die innerhalb eines engen Zeugungskreises auftritt, kann der Ausdruck eine Züchtungsrichtung sein, welche den Tieren gerader die Möglichkeit der Existenz sichert.",0,0,1,Nein,,,X,"Eine bestimmte geringe Ab- änderung, die innerhalb eines engen Zeugungskreises auftritt, kann der Aus- druck eine Züchtungsrichtung sein, welche den Tieren gerader die Möglich- keit der Existenz sichert.",de,3740
4540,2942,"Die geschlechtliche, in der Natur ausgeübte Zuchtwahl der Individuen auf Grund ihrer Wesensgleichheit ist überhaupt der eigentliche Faktor, der uns veranlaßt und berechtigt, die Existenz einer Art aufzustellen.",0,0,1,Nein,,,X,"Die geschlechtliche, in der Natur ausgeübte Zuchtwahl der Individuen auf Grund ihrer Wesensgleichheit ist überhaupt der eigentliche Faktor, der uns veranlaßt und berechtigt, die Existenz einer Art aufzustellen.",de,3741
4541,2943,"Halten wir uns nämlich für berechtigt, aus Grund bestimmter, konstant auftretender Merkmale von einer besonderen Art zu sprechen, so heißt das eigentlich nichts anderes, als daß wir annehmen und behaupten, die so beschaffenen Individuen suchen einander ihrer Wesensgleichheit wegen zur Paarung auf, und meiden möglichst die Paarung mit andersgestalteten Individuen Ist irgend ein morphologischer Unterschied, z.",0,0,1,Nein,,,X,"Halten wir uns nämlich für berechtigt, aus Grund bestimmter, konstant auftretender Merkmale von einer besonderen Art zu sprechen, so heißt das eigentlich nichts anderes, als daß wir annehmen und behaupten, die so beschaffenen Individuen suchen einander ihrer Wesensgleichheit wegen zur Paarung auf, und meiden möglichst die Paarung mit andersgestalteten Individuen Ist irgend ein morphologischer Unterschied, z.",de,3742
4542,2944,Aber selbst ohne die Existenz von morphologischen Unterschieden können wir auf das Vorhandensein von gesonderten Zeugungskreisen schließen und damit deren grundlegende Bedeutung für die Artenbildung nachweisen.,0,0,1,Nein,,,X,Aber selbst ohne die Existenz von morphologischen Unterschieden können wir auf das Vorhanden- sein von gesonderten Zeugungskreisen schließen und damit deren grundlegende Bedeutung für die Artenbildung nachweisen.,de,3743
4543,2945,"Wir brauchen nur an Zugvögel, wie die Schwalben und Störche, zu denken sie kehren alljährlich nicht nur in dieselbe Gegend, sondern zur alten Brutstätte zurück und zwar in ihrer nördlichen wie südlichen Heimat.",0,0,1,Nein,,,X,"Wir brauchen nur an Zug- vögel, wie die Schwalben und Störche, zu denken; sie kehren alljährlich nicht nur in dieselbe Gegend, sondern zur alten Brutstätte zurück und zwar in ihrer nördlichen wie südlichen Heimat.",de,3744
4544,2946,"Zum Zwecke der Wanderung sammeln sich die einer Gegend angehörigen Vögel an bestimmten Plätzen, und auf der Wanderung bleiben sie zusammen in beiden Heimatsorten finden sich also die engeren Zeugungskreise wieder zusammen.",0,0,1,Nein,,,X,"Zum Zwecke der Wanderung sammeln sich die einer Gegend angehörigen Vögel an bestimmten Plätzen, und auf der Wanderung bleiben sie zusammen; in beiden Heimatsorten finden sich also die engeren Zeugungskreise wieder zusammen.",de,3745
4545,2947,"Die Individuen solcher engerer Zeugungskreise kennen sich auf Grund persönlicher Merkmale, was daraus zu ersehen ist, daß sie jeden fremden Eindringling als solchen erkennen und zu vertreiben suchen.",0,0,1,Nein,,,X,"Die Indivi- duen solcher engerer Zeugungskreise kennen sich auf Grund persönlicher Merkmale, was daraus zu ersehen ist, daß sie jeden fremden Eindringling als solchen erkennen und zu vertreiben suchen.",de,3746
4546,2948,"In augenfälliger Weise zeigt sich uns ferner die Existenz äußerlich nicht unterscheidbarer Zeugungskreise bei allen Tieren, die in Gesellschaftsverbänden zusammenleben.",0,0,1,Nein,,,X,"In augenfälliger Weise zeigt sich uns ferner die Existenz äußerlich nicht unterscheidbarer Zeugungskreise bei allen Tieren, die in Gesellschafts- verbänden zusammenleben.",de,3747
4547,2949,"Bei allen in Gesellschaftsverbänden lebenden Tieren  Alfred Methner, werden die Standquartiere nicht ohne Not verlassen, denn das Leben in einem eng begrenzten Bezirk bringt viele Vorteile im Kampfe ums Dasein mit sich.",0,0,1,Nein,,,X,"Bei allen in Gesellschaftsverbänden lebenden Tieren 44 Alfred Methner, werden die Standquartiere nicht ohne Not verlassen, denn das Leben in einem eng begrenzten Bezirk bringt viele Vorteile im Kampfe ums Dasein mit sich.",de,3748
4548,2950,"Die Ortskenntnis ist, wie leicht ersichtlich, von großer Bedeutung für die Nahrungsgewinnung, für die Vermeidung drohender Gefahren, im Interesse der Aufzucht der Jungen usw.",0,0,1,Nein,,,X,"Die Ortskenntnis ist, wie leicht ersichtlich, von großer Bedeutung für die Nahrungsgewinnung, für die Vermeidung drohender Gefahren, im Interesse der Aufzucht der Jungen usw.",de,3749
4549,2951,"An die Ortskenntnis knüpfen sich viele individuell gemachte Erfahrungen, also sind mit ihr die höheren Fähigkeiten des Seelenlebens und ihre Betätigung auf das engste verknüpft.",0,0,1,Nein,,,X,"An die Ortskenntnis knüpfen sich viele individuell gemachte Erfahrungen, also sind mit ihr die höheren Fähigkeiten des Seelen- lebens und ihre Betätigung auf das engste verknüpft.",de,3750
4550,2952,"Die Neigung zum Innehalten bestimmter Standquartiere führt aber oft zur Inzucht innerhalb eines engeren Zeugungskreises, weil auch die Nachkommenschaft meistens das Bestreben zeigt, wieder in der Heimat und zwar in einer ganz eng begrenzten Heimat zu verbleiben.",0,0,1,Nein,,,X,"Die Neigung zum Innehalten bestimmter Standquartiere führt aber oft zur Inzucht innerhalb eines engeren Zeugungskreises, weil auch die Nachkommenschaft meistens das Bestreben zeigt, wieder in der Heimat und zwar in einer ganz eng begrenzten Heimat zu verbleiben.",de,3751
4551,2953,Die Bildung von in sich mehr oder minder abgeschlossenen Zeugungskreisen ist nun die wichtigste Vorbedingung für die Entstehung morphologischer Unterschiede.,0,0,1,Nein,,,X,Die Bildung von in sich mehr oder minder abgeschlossenen Zeugungs- kreisen ist nun die wichtigste Vorbedingung für die Entstehung morphologischer Unterschiede.,de,3752
4552,2954,"Sind bestimmte Zeugungskreise in sich so abgeschlossen, daß ihre Besonderheit nicht nur in biologischen sondern auch bereits in wahrnehmbarer morphologischer Verschiedenheit zum Ausdruck kommt, dann dienen natürlich auch die äußeren Unterschiede zur Aufrechterhaltung und Abschließung des Zeugungskreises denn wie bereits hervorgehoben, suchen sich erfahrungsgemäß gleichartige Individuen vorzugesweise zur Paarung auf.",0,0,1,Nein,,,X,"Sind bestimmte Zeugungskreise in sich so abgeschlossen, daß ihre Besonderheit nicht nur in biologischen sondern auch bereits in wahr- nehmbarer morphologischer Verschiedenheit zum Ausdruck kommt, dann dienen natürlich auch die äußeren Unterschiede zur Aufrechterhaltung und Abschließung des Zeugungskreises; denn wie bereits hervorgehoben, suchen sich erfahrungs- gemäß gleichartige Individuen vorzugesweise zur Paarung auf.",de,3753
4553,2955,Biologisch betrachtet ist daher die Entstehung auch geringfügiger konstanter morphologischer Unterschiede immer der Ausdruck für die Existenz eines gesonderten Zeugungskreises und diese ist für die Entstehung und Sonderung der Arten von grundlegender Bedeutung.,0,0,1,Nein,,,X,Biologisch betrachtet ist daher die Entstehung auch geringfügiger konstanter morphologischer Unterschiede immer der Ausdruck für die Existenz eines gesonderten Zeugungs- kreises und diese ist für die Entstehung und Sonderung der Arten von grund- legender Bedeutung.,de,3754
4554,2956,"So definiert denn auch Häckel mit Recht die Art schlechthin als die Gesamtheit aller Zeugungskreise, welche unter gleichen Existenzbedingungen gleiche Formen zeigen.",0,0,1,Nein,,,X,"So definiert denn auch Häckel mit Recht die Art schlechthin als »die Gesamtheit aller Zeugungskreise, welche unter gleichen Existenz- bedingungen gleiche Formen zeigen.",de,3755
4555,2957,"Diese Definition der Art ist die allein richtige, weil sie alle diejenigen Faktoren umschließt, auf Grund deren sich eine Art bildet, nämlich erstens den Faktor der äußeren Lebensbedingungen, welche den Organismus zwingen, in bestimmter Weise zu funkionieren, und welche sodann die Auslese der passenden Individuen bewirken, und zweitens den Faktor des Zeugungskreifes, auf Grund dessen sich durch Inzucht die besonderen Eigenschaften und damit auch die morphologische Gestalt fixieren.",0,0,1,Nein,,,X,"Diese Definition der Art ist die allein richtige, weil sie alle diejenigen Faktoren umschließt, auf Grund deren sich eine Art bildet, nämlich erstens den Faktor der äußeren Lebensbedingungen, welche den Organismus zwingen, in bestimmter Weise zu funkionieren, und welche sodann die Auslese der passenden Individuen bewirken, und zweitens den Faktor des Zeugungskreifes, auf Grund dessen sich durch Inzucht die besonderen Eigenschaften und damit auch die morphologische Gestalt fixieren.",de,3756
4556,2958,"Fassen wir nun die Art oder die Abart, wie deren Differenzierungen als engere und weitere Zeugungskreise auf, so besagen wir damit zugleich, daß diese Sonderungen der äußere Ausdruck eines Gemeinschaftslebens sind, welches sich innerhalb gleichartiger äußerer Lebensbedingungen und gleichartiger physiologischer Beziehungen der Individuen zur Umwelt aufbaut, und innerhalb dessen gleichartige psychische Beziehungen zwischen den Individuen Organismen und Staaten.",0,0,1,Nein,,,X,"Fassen wir nun die Art oder die Abart, wie deren Differenzierungen als engere und weitere Zeugungskreise auf, so besagen wir damit zugleich, daß diese Sonderungen der äußere Ausdruck eines Gemeinschaftslebens sind, welches sich innerhalb gleichartiger äußerer Lebensbedingungen und gleichar- tiger physiologischer Beziehungen der Individuen zur Umwelt aufbaut, und innerhalb dessen gleichartige psychische Beziehungen zwischen den Individuen Organismen und Staaten.",de,3757
4557,2959,"Engerer Zeugungskreis, Abart und Art stellen daher nur Stufen einer organischen Gemeinschaft dar, welche bei fortschreitender Entwicklung die Individuen zueinander in immer größere Abhängigkeit bringt, die Existenzfähigkeit der Gesamtheit als ein in sich geschlossenes Ganze in seiner Eigenart jedoch immer mehr und mehr sichert.",0,0,1,Nein,,,X,"Engerer Zeugungskreis, Abart und Art stellen daher nur Stufen einer organischen Gemeinschaft dar, welche bei fortschreitender Entwicklung die Individuen zueinander in immer größere Abhängigkeit bringt, die Existenz- fähigkeit der Gesamtheit als ein in sich geschlossenes Ganze in seiner Eigenart jedoch immer mehr und mehr sichert.",de,3758
4558,2960,"Wir haben angenommen, daß sich eine Art über einen größeren Bezirk ausgebreitet hat, und daß in ihr Differenzierungen entstanden sind.",0,0,1,Nein,,,X,"Wir haben angenommen, daß sich eine Art über einen größeren Bezirk ausgebreitet hat, und daß in ihr Differenzierungen entstanden sind.",de,3759
4559,2961,"Diese Differenzierungen stellen in ihrer morphologischen Sonderung einmal das Ergebnis der Anpassung an die Außenwelt dar, und zweitens Kreise des Gemeinschaftslebens, welche die erlangten Eigenschaften in sich und zwar nur in sich zu vererben vermögen.",0,0,1,Nein,,,X,"Diese Differenzierungen stellen in ihrer morphologischen Sonderung einmal das Ergebnis der Anpassung an die Außenwelt dar, und zweitens Kreise des Gemeinschaftslebens, welche die erlangten Eigenschaften in sich und zwar nur in sich zu vererben vermögen.",de,3760
4560,2962,"Gelangen diese Zeugungskreise in andere Wohnbezirke, welche keine erheblichen Verschiedenheiten gegenüber den ursprünglichen bieten, so vermögen sie ihre Eigenart auch in diesen zu behaupten.",0,0,1,Nein,,,X,"Gelangen diese Zeugungskreise in andere Wohnbezirke, welche keine erheblichen Verschiedenheiten gegenüber den ursprünglichen bieten, so vermögen sie ihre Eigenart auch in diesen zu behaupten.",de,3761
4561,2963,"Es kann nun auch geschehen, daß die neuen Bezirke für die sich ausbreitenden Zeugungskreise günstigere Lebensbedingungen aufweisen.",0,0,1,Nein,,,X,"Es kann nun auch geschehen, daß die neuen Bezirke für die sich aus- breitenden Zeugungskreise günstigere Lebensbedingungen aufweisen.",de,3762
4562,2964,"Nehmen wir beispielsweise an, daß eine Abart sich in Anpassung an ein kaltes, unwirtliches Klima mit spärlicher Vegetation gebildet hat, so wird sie in ein mildes Klima mit üppiger Vegetation versetzt, die unter ungünstigeren äußeren Verhältnissen erlangten körperlichen Vorteile z.",0,0,1,Nein,,,X,"Nehmen wir beispielsweise an, daß eine Abart sich in Anpassung an ein kaltes, un- wirtliches Klima mit spärlicher Vegetation gebildet hat, so wird sie in ein mildes Klima mit üppiger Vegetation versetzt, die unter ungünstigeren äußeren Verhältnissen erlangten körperlichen Vorteile (z.",de,3763
