,index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig,lang,Backtranslation
3818,622,"Wenn er uns nicht die unerschütterliche Gewissheit gibt, dass, selbst wenn der Mensch mit seiner geistigen Unzulänglichkeit in den Lauf der Dinge einzugreifen vermag, nur noch das Recht bestehen kann, was unabhängig von der Wahrnehmung des Menschen vor dem Richterstuhl der Natur objektiv absolut ist wird bestehen.",4,0,0,Metapher,"{'der', 'Natur', 'Richterstuhl'}","['der Natur', 'der Natur', 'vor dem Richterstuhl', ""['vor dem Richterstuhl', 'der Natur', 'der Natur']""]","['T', 'B', 'P', 'GoldStandard']","Ist uns nicht mit ihm die unverbrüchliche Sicherheit gegeben, daß, wenn auch der Mensch mit seiner geistigen Unzulänglichkeit in den Lauf der Dinge einzugreifen vermag, gleichwohl nur dasjenige dauernd Bestand haben kann, was unabhängig von menschlicher Auffassungsweise vor dem Richterstuhl der Natur als das sachlich absolut richtige bestehen wird.",da,weitgehend unverändert
3822,626,Jede Geschichte ist eine Achillesferse für rohe Kraft.,3,1,0,Metapher,"{'Achillsferse', 'Achillesferse'}","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']",Jede Geschichte macht der blanken Macht eine Achillesferse.,da,weitgehend unverändert
3823,627,Jeder Regierungsakt wird von der gesamten Parteipresse als zwingend dargestellt und damit Teil des Parteibekenntnisses.,3,1,0,Metapher,{'Glaubensbekenntnisses'},"[nan, 'Partei', 'der Partei', ""['Partei', 'der Partei']""]","['B', 'T', 'P', 'GoldStandard']","Jeder Akt der Regierung wird von der ganzen Parteipresse als unumgänglich notwendig geschildert, und wird dadurch ein Teil des Glaubensbekenntnisses der Partei.",da,Metapher verloren
3829,633,"Kunst und Wissenschaft können in einem solchen Zustand nicht gedeihen. Kunst braucht Reichtum und hohe Wissenschaft braucht Individualität, beide werden im sozialistischen Staat getötet.",3,1,0,Metapher,"{'werden', 'getötet'}","[nan, 'Individualität', 'Individualität', ""['Individualität', 'Individualität']""]","['B', 'P', 'T', 'GoldStandard']",Kunst und Wissenschaft können in einem solchen Staate nicht blühen; Kunst bedarf des Reichtums und hohe Wissenschaft der Individualität; beide werden getötet in dem sozialistischen Staate.,da,weitgehend unverändert
3830,634,"Wenn Organismen nach dem oben Gesagten nicht nur mit Kulturprodukten, sondern auch mit Mechanismen verglichen werden können, dann folgt daraus, dass die Zweckbetrachtung den Damm wissenschaftlicher Forschungsprinzipien von einer anderen Seite durchbricht.",4,1,0,Metapher,"{'durchbricht', 'Damm'}","['naturwissenschaftlicher Forschnngsgrundsätze', nan, 'naturwissenschaftlicher Forschnngsgrundsätze', nan, ""['naturwissenschaftlicher Forschnngsgrundsätze', '', 'naturwissenschaftlicher Forschnngsgrundsätze']""]","['B', 'P', 'T', 'T', 'GoldStandard']","Lassen sich nach dem zuletztGesagten die Organismen nicht bloß mit Zichtungsprodukten, sondern auch mit Mechanismen vergleichen, so ergibt sich, daß die Zweckbetrachtung noch von einer andern Richtung her den Damm naturwissenschaftlicher Forschnngsgrundsätze durchbricht.",da,weitgehend unverändert
3850,654,"Auch in der späten Theorie gibt es Sätze von Aussagen, die nur aufgrund ihrer Unwiderlegbarkeit existieren und einen Heiligenschein um einen Kern notwendigen Realismus für Aussagen bilden, deren Widerlegung fatal wäre.",4,0,0,Metapher,{'Hof'},"[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Noch in der späten Theorie gibt es Gesamtheiten von Aussagen, die nur kraft ihrer Unwiderlegbarkeit bestehen und einen Hof um einen Kernbestand an notwendigem Realismus solcher Aussagen bilden, deren Widerlegung letal wäre.",da,Metapher verloren
3865,669,"Bereits in Lesage in Genf publizierte eine Theorie, wonach die Anziehungskraft der Schwerkraft gar nicht anzieht, sondern das Ergebnis eines Orpuseule-Beschusses ist, der auf allen Seiten zweier Anziehungskörper stattfindet, aber wenn jeder der beiden Körper wirft ein Schatten auf der anderen, nämlich . h. teilweise vor dem Beschuss schützt, ist der Druck auf den beiden gegenüberliegenden Seiten geringer als auf den beiden Außenseiten. folglich nähern sich die beiden Organe einander an.",3,1,0,Metapher,{'OrpuseulesBombardements'},"['Anziehungskraft', nan, 'die Anziehungskraft', ""['die Anziehungskraft', 'Anziehungskraft']""]","['T', 'P', 'B', 'GoldStandard']","Schon im Jahre 1782 Veröffentlichte Lesage in Genf eine Theorie, wonach die Anziehungskraft gar nicht anzieht, sondern die Folge eines OrpuseulesBombardements ist, das auf alle Seiten zweier sich anziehenden Körper stattfindet; da aber jeder der beiden Körper auf den andern einen Schatten wirft, d. h. ihn teilweise vor dem Bombardement schützt, so ist der Druck auf den beiden zugekehrten Seiten geringer, als der auf den beiden Außerseiten. folglich nähern sich die beiden Körper.",da,Wortlaut verändert
3880,684,"So stellen wir in der Geschichte fest, dass die reichsten Nationen auch die fähigsten sind, sich zu entwickeln, wenn auch in eine bestimmte Richtung, und die unermüdlichsten Nationen, dass die eng verbundenen Nationen diejenigen ohne Traditionen oder Vergleiche von Traditionen sind.",3,1,0,Metapher,{'versumpfen'},"[nan, 'Nationen', 'die Nationen', ""['Nationen', 'die Nationen']""]","['P', 'K', 'B', 'GoldStandard']","So finden wir in der Geschichte, daß die traditionsreichsten Nationen auch die (wenn auch nur in einer bestimmten Richtung) entwicklungsfähigsten und die unermüdlichsten Nationen sind, daß die Nationen, die versumpfen, solche ohne Traditionen oder traditionsvergeleiche sind",da,Metapher verloren
3881,685,"Die Ursachenforschung hat also die ökonomischen Faktoren mit den Ideen als ebenso unverzichtbare Teile des Gesamtmechanismus des kulturellen Lebens gleichgesetzt, und es ist nicht nur willkürlich, sondern auch einseitig, ihnen dabei genau die Pointe des Zeigers zuzuschreiben. Kontext, der uns sagen könnte, was die Zeit in der Volksgeschichte getroffen hat.",3,1,0,Metapher,"{'Volkesgeschichte', 'die', 'des', 'diesem', 'in', 'Rolle', 'der', 'Uher', 'Zeigers'}","[nan, 'welche Stunde es', 'Gesamtmechanismus des Kulturlebens', ""['Gesamtmechanismus des Kulturlebens', 'welche Stunde es']""]","['T', 'P', 'B', 'GoldStandard']","So hat die Ursachenforschung die wirtschaftlichen Faktoren als gleichwertig mit atidekns als gleich unentbehrliche Stücke in dem Gesamtmechanismus des Kulturlebens dazu stellen und es ist nicht nur willkürlich, sondern auch einseitig, gerade ihnen in diesem Uher die Rolle des Zeigers zuzusprechen, der uns sagen könnte, welche Stunde es in der Volkesgeschichte geschlagen hat.",da,weitgehend unverändert
3886,690,"So wenig wie der verstorbene Historiker Episode an Episode, Anekdote an Anekdote stellen kann, da er weniger dem Sinn im Detail als dem Gesamtzusammenhang verpflichtet ist, so wenig können Mythen Emblem neben Emblem stellen, ohne sie mit dem Thema zu verbinden von Verfugungsnamen.",3,1,0,Metapher,"{'verfugen', 'Emblem', 'nach', 'Namen', 'setzten;'}","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","So wenig der späte Historiker Episode neben Episode, Anekdote neben Anekdote setzen darf, da er doch weniger auf Signifikanz im einzelnen als auf Zusammenhang im ganzen verpflichtet ist, so wenig kann der Mythos Emblem neben Emblem setzen, ohne sie mit der ihm ganz eigentümlichen Materie der Namen zu verfugen.",da,Metapher verloren
3889,693,"Trotz Hesiods Vorliebe für den letzten Weltherrscher ist ihm auch klar, dass die jüngste Göttergattung die Existenz des Menschen nur ungern akzeptierte.",4,0,0,Metapher,"{'(der', 'Götter)', 'Garnitur'}","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Trotz der Vorliebe des Hesiod für den letzten Weltherrscher schimmert auch bei ihm durch, daß die jüngste Garnitur der Götter die Existenz des Menschen nur widerstrebend akzeptiert hatte.",da,Metapher verloren
3891,695,"Und wenn er sich genötigt fühlt, in die Kämpfe der Weltanschauungen und Parteien einzugreifen, kann er das draußen auf dem Marktplatz des Lebens, in der Presse, in Versammlungen, in Clubs, wo immer er will.",5,1,0,Metapher,"{'Kämpfe', 'des', 'Markt', 'Lebens', 'auf', 'dem'}","['in der Presse, in Versammlungen, in Vereinen, wo immer er will', 'draußen auf dem Markt', nan, 'der Weltanschauungen und Parteimeinungen', 'des Lebens', ""['in der Presse, in Versammlungen, in Vereinen, wo immer er will', 'draußen auf dem Markt', 'der Weltanschauungen und Parteimeinungen', 'des Lebens']""]","['K', 'P', 'B', 'A', 'A', 'GoldStandard']","Und fühlt er sich zum Eingreifen in die Kämpfe der Weltanschauungen und Parteimeinungen berufen, so möge er das draußen auf dem Markt des Lebens tun: in der Presse, in Versammlungen, in Vereinen, wo immer er will.",da,weitgehend unverändert
3894,698,"Von allen Naturprodukten eines Landes steht die Kohle an erster Stelle, denn sie ist die versteinerten Strahlen der Sonne und hat einen entscheidenden Einfluss auf den Existenzkampf einer Nation.",4,1,0,Metapher,"{'versteinerte', 'Sonnenstrahlen'}","[nan, 'Steinkohlen', 'Sonnenstrahlen', nan, ""['Sonnenstrahlen', '', 'Steinkohlen']""]","['T', 'T', 'P', 'B', 'GoldStandard']","Unter allen natürlichen Produkten eines Landes nehmen Steinkohlen den ersten Rang ein, denn sie sind versteinerte Sonnenstrahlen und üben einen entscheidenden Einfluß auf den Daseinskampf einer Nation aus.",da,weitgehend unverändert
3900,704,"Die Evolutionstheorie hat vor allem die schöne Aufgabe, die Menschheit vom lastenden Joch des Aberglaubens zu befreien und sie durch das wahre Verständnis der Naturwunder des Lebens zu einer höheren Vollkommenheit zu führen.",3,1,0,Metapher,"{'des', 'vom', 'Aberglaubens', 'Joche', 'lastenden'}","['vom lastenden Joche', nan, 'zu befreien', ""['vom lastenden Joche', 'zu befreien']""]","['P', 'B', 'K', 'GoldStandard']","VI	Vor allem fällt hier der Entwicklungslehre die schöne Aufgabe zu, die Menschheit vom lastenden Joche des Aberglaubens zu befreien und durch das wahre Verständnis der natürlichen ""Lebenswunder"" einer höheren Vollkommenheit zuzuführen.",da,weitgehend unverändert
3914,718,"Was ist besser für die Gattung, diese ungeheure Kapitalkonzentration, die sich mit ihrer Macht über den Haufen wirft, oder das kontinuierliche System der Zwangsanteile an der Erbschaft, das eine solche Machtentfaltung unmöglich macht?",3,1,0,Metapher,"{'durch', 'vor', 'niederwirft', 'Wucht', 'seine', 'sich', 'alles'}","['Konzentration von Kapital', 'Kapital', nan, ""['Konzentration von Kapital', 'Kapital']""]","['B', 'T', 'P', 'GoldStandard']","Was ist besser für die Gattung, diese enorme Konzentration von Kapital, das durch seine Wucht alles vor sich niederwirft, oder das Kontiueutalsystem des Pflichtanteils in der Vererbung, welches solche Machtentwicklung unmöglich macht?",da,Wortlaut verändert
3935,739,"Mittel- und Südamerika, aufgehende Sonne Italien eine fallende.",4,0,0,Metapher,"{'Sonnen', 'aufgehende'}","['Zentralund Südamerika', 'Südamerika', 'Zentralund Südamerika sind', ""['Zentralund Südamerika', 'Südamerika', 'Zentralund Südamerika sind']""]","['B', 'T', 'P', 'GoldStandard']",Zentralund Südamerika sind aufgehende Sonnen; Italien eine niedergehende.,da,weitgehend unverändert
3937,741,"Zugleich aber kann der Stein noch beredt sprechen, wenn derjenige, der ihn zur Teilnahme an seinem Leben und zum Zeugen seines Wirkens berufen hat, längst wieder zu Staub geworden ist.",5,1,0,Metapher,"{'dann', 'noch', 'Staub', 'vermag', 'führen', 'beredte', 'Stein', 'Sprache'}","[nan, 'der Stein', 'der Stein', 'beredte Sprache zu führen', nan, ""['beredte Sprache zu führen', '', 'der Stein', 'der Stein']""]","['B', 'P', 'P', 'T', 'T', 'GoldStandard']","Zugleich aber vermag der Stein auch dann noch eine beredte Sprache zu führen, wenn der Mensch, der ihn zur Teilnahme an seinem Leben und zum Zeugen seiner Arbeit berufen hatte, längst wieder zu Staub geworden ist.",da,weitgehend unverändert
3940,744,"Der Satz „Alles, was geschaffen ist, ist es wert, verloren zu gehen“, konnte nur der seelischen Depression im christlichen Weltbild entspringen, die es vorzog, das gesamte Universum in das Spinnennetz moralischer Vorurteile einzuhüllen.",5,0,0,Metapher,"{'Spinnennetz', 'mit', 'Vorurteile', 'moralischer', 'dem'}","['das ganze Weltall einzuhüllen', 'moralischer Vorurteile', 'moralischer Vorurteile', 'moralischer Vorurteile', ""['moralischer Vorurteile', 'das ganze Weltall einzuhüllen', 'moralischer Vorurteile', 'moralischer Vorurteile']""]","['K', 'K', 'B', 'P', 'GoldStandard']","[10]: Der Satz: »Alles, was entsteht, ist wert daß es zu Grunde geht« konnte erst aus der geistigen Depression christlicher Weltanschauung hervorgehen, die mit dem Spinnennetz moralischer Vorurteile das ganze Weltall einzuhüllen beliebte.",da,weitgehend unverändert
3943,747,Die Chinesen durchbohren die getrockneten Knochen vergangener Jahrhunderte nach den Prinzipien der lebendigen Gegenwart.,3,1,0,Metapher,"{'Gebeinen', 'vertrockneten'}","['vergangener Jahrhunderte', nan, 'vergangener Jahrhunderte', ""['vergangener Jahrhunderte', 'vergangener Jahrhunderte']""]","['K', 'B', 'P', 'GoldStandard']",[11]: Der Chinese sticht in den vertrockneten Gebeinen vergangener Jahrhunderte nach den Prinzipien für die lebendige Gegenwart.,da,weitgehend unverändert
3947,751,"Von den drei großen Feinden von Vernunft und Wissenschaft ist der gefährlichste nicht das Böse, sondern Unwissenheit und vielleicht noch mehr Faulheit.",3,0,0,Metapher,"{'großen', 'drei', 'Feindinnen'}","['der Vernunft und Wissenschaft', 'der Vernunft und Wissenschaft', ""['der Vernunft und Wissenschaft', 'der Vernunft und Wissenschaft']""]","['A', 'K', 'GoldStandard']","[13]: Von den drei großen Feindinnen der Vernunft und Wissenschaft ist die gefährlichste nicht die Bosheit, sondern die Unwissenheit und vielleicht noch mehr die Trägheit.",da,weitgehend unverändert
3959,763,"Und je mehr ein Nachkomme einer Art in seiner Lebensweise, Organisation und Konstitution abweicht, desto besser wird er geeignet sein, viele und sehr unterschiedliche Plätze in der Ökonomie der Natur einzunehmen und somit an Zahl zuzunehmen.",3,1,0,Metapher,"{'Natur', 'Haushalt', 'im', 'der'}","[nan, 'der Natur', 'im Haushalt', ""['im Haushalt', 'der Natur']""]","['K', 'B', 'P', 'GoldStandard']","[21]: Und je weiter überhaupt die Abkömmlinge einer Spezies in Lebensweise, Organisation und Konstitution auseinandergehen, um so besser werden sie geeignet sein, viele und sehr verschiedene Stellen im Haushalt der Natur einzunehmen und somit an Zahl zuzunehmen.",da,Metapher verloren
3964,768,Er gibt sich hin und vertraut sich dem Spiel der Wogen flüchtiger Gefühle ebenso an wie allen Zufällen des rastlosen Umherirrens.,3,1,0,Metapher,"{'Wellenspiele', 'dem'}","['flüchtiger Gefühle', 'flüchtiger Gefühle', nan, ""['flüchtiger Gefühle', 'flüchtiger Gefühle']""]","['K', 'B', 'P', 'GoldStandard']","[26]: Er gibt sich preis und vertraut sich dem Wellenspiele flüchtiger Gefühle ebenso an, wie er sich allen Zufällen ruhelosen Umherschweifens überliefert.",da,Wortlaut verändert
3968,772,"Dieser naturphilosophische Gedanke erstreckt sich nun über ein ganzes halbes Jahrhundert, und jetzt in meinen Lebensjahren kann ich davon ausgehen, dass er im menschlichen Sinne reif ist, ich bin mir auch ganz sicher, dass diese reife Frucht vom Baum der Erkenntnis in den letzten Jahren Bestand haben wird Die mir noch zugeteilte kurze Daseinsdauer wird keine nennenswerte Vervollkommnung und keine grundlegenden Veränderungen erfahren.",4,0,0,Metapher,"{'„reife', 'Frucht“', 'Baume', 'diese'}","['meinem 66. Lebensjahre', 'der Erkenntniß', 'Diese naturphilosophische Gedanken- Arbeit', ""['Diese naturphilosophische Gedanken- Arbeit', 'meinem 66. Lebensjahre', 'der Erkenntniß']""]","['A', 'A', 'K', 'GoldStandard']","[2]: Diese naturphilosophische Gedanken- Arbeit erstreckt sich jetzt über ein volles halbes Jahrhundert, und ich darf jetzt, in meinem 66. Lebensjahre, wohl annehmen, daß sie reif im menschlichen Sinne ist; ich bin auch völlig gewiß, daß diese „reife Frucht“ vom Baume der Erkenntniß für die kurze Spanne des Daseins, die mir noch beschieden ist, keine bedeutende Vervollkommnung und keine principiellen Veränderungen erfahren wird.",da,weitgehend unverändert
3973,777,"Welch ein Wunder, dass die Weisheit Israels eines der größten Mysterien in sich sah und im weiblichen Schoß die geheime Werkstatt irdischen Ursprungs erblickte!",3,1,0,Metapher,"{'die', 'des', 'irdischen', 'Werkstatt', 'geheime', 'Ursprungs'}","['im weiblichen Uterus', nan, 'die geheime Werkstatt', ""['die geheime Werkstatt', 'im weiblichen Uterus']""]","['K', 'B', 'P', 'GoldStandard']","[3]: Was Wunder, daß die israelitische Weisheit8) darin eins der größten Geheimnisse erblickte und im weiblichen Uterus die geheime Werkstatt des irdischen Ursprungs sah!",da,weitgehend unverändert
3974,778,"Da dieses grundlegende kosmologische Gesetz die ewige Bewahrung von Kraft und Materie, die allgemeine Konstanz von Energie und Materie im gesamten Universum demonstriert, ist es zum sicheren Leitstern geworden, der unsere monistische Philosophie durch das mächtige Labyrinth der Welträtsel zu ihrer Lösung führt.",4,0,0,Metapher,"{'gewaltige', 'sichere', 'Labyrinth', 'Leitstern', 'der', 'das'}","['der Welträthsel', 'der unsere monistische Philosophie durch das gewaltige Labyrinth der Welträthsel zu deren Lösung führt', 'der Welträthsel', ""['der unsere monistische Philosophie durch das gewaltige Labyrinth der Welträthsel zu deren Lösung führt', 'der Welträthsel', 'der Welträthsel']""]","['A', 'K', 'K', 'GoldStandard']","[4]: Indem dieses „kosmologische Grundgesetz“ die ewige Erhaltung Kraft und des Stoffes, die allgemeine Constanz der Energie und der Materie im ganzen Weltall nachweist, ist es der sichere Leitstern geworden, der unsere monistische Philosophie durch das gewaltige Labyrinth der Welträthsel zu deren Lösung führt.",da,weitgehend unverändert
3982,786,"Also verband er die gegenwärtige Generation mit der verschwundenen Generation von gestern, die Lebenden mit den Toten, und anstatt wie andere Völker in die Morgendämmerung der Zukunft zu blicken und hoffentlich in eine bessere Zeit zu wandern, stehen die Chinesen und starren derzeit in die Dunkelheit . .",5,4,0,Metapher,"{'Zukunft', 'Dunkel', 'in', 'starrt', 'der', 'das', 'Vergangenheit2'}","[nan, 'der Vergangenheit2', 'in die Morgenröte', 'starrt in das Dunkel', ""['in die Morgenröte', 'starrt in das Dunkel', 'der Vergangenheit2']""]","['K', 'B', 'P', 'P', 'GoldStandard']","[8]: So band er das Geschlecht von heute an das vergangene Geschlecht von gestern, die Lebenden an die Toten, und statt wie andere Völker in die Morgenröte der Zukunft zu schauen und hoffnungsvoll hineinzuwandern in eine kommende bessere Zeit, steht das chinesische Volk und starrt in das Dunkel der Vergangenheit2).",da,weitgehend unverändert
3985,789,"Es vergeht keine Woche, in der wir nicht von Urteilen lesen, bei denen der gesunde Menschenverstand im Zweifel den Kopf schüttelt. Viele unserer Ober- und Untergerichte scheinen Entscheidungen direkt unverständlich.",3,0,0,Metapher,"{'Haupt', 'schüttelt', '„gesunde', 'Menschen-Verstand“', 'der'}","['richterlichen Urtheilen', 'bedenklich das Haupt schüttelt', ""['bedenklich das Haupt schüttelt', 'richterlichen Urtheilen']""]","['A', 'K', 'GoldStandard']","[9]: Keine Woche vergeht, in der wir nicht von richterlichen Urtheilen lesen, über welche der „gesunde Menschen-Verstand“ bedenklich das Haupt schüttelt; viele unserer höheren und niederen Gerichtshöfe erscheinen geradezuEntscheidungen unbegreiflich.",da,weitgehend unverändert
3992,796,"sieht man von dem Schimpfwort Rechtsphilosophie ab, vergisst man mit dieser Annahme zunächst einmal, dass eine Philosophie die Prinzipien erst aufstellt und dann prüft. verzehrend ist und zweitens, dass eine Rechtsphilosophie keine Erforschung von Prinzipien ist, sondern allenfalls nur deren Anwendung für eine allgemeine Weltanschauungsphilosophie.",3,1,0,Metapher,"{'ist', 'schwindsüchtig'}","['daß eine Philosophie', nan, 'eine Philosophie', ""['eine Philosophie', 'daß eine Philosophie']""]","['P', 'K', 'B', 'GoldStandard']","wenn wir von dem schlechten Worte »Rechtsphilofophie« absehen, so vergißt man bei jener Annahme, einmal daß eine Philosophie, welche die Prinzipien erst aufstellt und dann erprobt. schwindsüchtig ist und zweitens daß eine »Rechtsphilosophie« nicht Ergründung von Prinzipien, sondern höchstens nur Verwendung derselben für ein allgemeines Weltbild (: Philosophie) ist.",da,Metapher verloren
